idpoi,title,layer,type,tipo,subcategoria,address,postcode,phone,web,description,image_uri,lat,lon,mp3_uri,lang
8906,O Garfo,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Eduardo Cabello, 25",36208,986202008,www.ogarfo.com,Destaca por la amplia variedad de empanadas. Tiene capacidad para 85 comensales. Permanece cerrado los lunes.,http://www.turismodevigo.org/sites/turismodevigo/files/res188.jpg,42.2253641413845,-8.75318763107563,,es-ES
8904,O Carro,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Mide, 72",36390,986491551,,Tiene capacidad para 50 comensales. Permanece cerrado los lunes.,http://www.turismodevigo.org/sites/turismodevigo/files/res186.jpg,42.177922730438,-8.81176001306037,,es-ES
8903,Taquería Mexicana,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Alfonso X el Sabio, 4",36211,986201140,,Tiene capacidad para 30 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res185.jpg,42.2213097971221,-8.73138323539244,,es-ES
8902,O Furancho,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Pastora, , 82",36210,986471838,,Tiene capacidad para 30 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res184.jpg,42.2183300752656,-8.72798149965943,,es-ES
8901,Nuevo Maitetxu,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Couto, 7",36203,986420151,,Tiene capacidad para 32 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res183.jpg,42.2306022290015,-8.72188260264404,,es-ES
8900,Nicola,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Pi e Margall, 137",36202,986298813,,Tiene capacidad para 32 comensales. Permanece cerrado los martes.,http://www.turismodevigo.org/sites/turismodevigo/files/res182.jpg,42.2290677778782,-8.7318808693725,,es-ES
8899,Navia,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Av. Europa, 93",36210,986244659,www.restaurantenavia.com,Tiene capacidad para 112 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res181.jpg,42.2107498903773,-8.77266229541468,,es-ES
8898,Montreal,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Travesía de Vigo, 40",36207,986253610,,Tiene capacidad para 76 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res180.jpg,42.2342271817381,-8.70597150193362,,es-ES
8897,Mesón O Hórreo,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. Fragoso, 46",36210,986244441,,Tiene capacidad para 45 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res176.jpg,42.2162262217105,-8.73551152631634,,es-ES
8896,Mesón Manzaneda,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Alvaro Cunqueiro, 3",36211,986237273,,Tiene capacidad para 24 comensales. Permanece cerrado los sábados e los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res175.jpg,42.2244556951599,-8.7303412756398,,es-ES
8895,Mesón Groba,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Subida o viaxador, 49",36317,986370992,,Tiene capacidad para 60 comensales. Permanece cerrado los lunes.,http://www.turismodevigo.org/sites/turismodevigo/files/res174.jpg,42.2481507808927,-8.66016284046749,,es-ES
8894,Mesón El Capitán,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Triunfo, 5",36202,986220940,,Tiene capacidad para 24 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res173.jpg,42.2389887631914,-8.72612558189086,,es-ES
8893,Mesón el Águila,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Perú, 2",36202,986224152,http://cotodelaguila.es/web/meson-el-aguila/,Tiene capacidad para 70 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res172.jpg,42.237257,-8.72442,,es-ES
8908,O Labrego Urbán,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"García Olloqui, 36",36201,986446291,www.olabregourban.com,Tiene capacidad para 80 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res191.jpg,42.2392354386126,-8.72431375985785,,es-ES
8875,Laxeiro,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Ecuador, 92",36204,986425204,www.restaurante-laxeiro-vigo.com/es,Tiene capacidad para 88 comensales. Permanece cerrado los lunes.,http://www.turismodevigo.org/sites/turismodevigo/files/res148.jpg,42.2317770734583,-8.71578259881168,,es-ES
8874,Restaurante Naturaleza,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. Alcalde Lavadores, 96",36214,986376893,,Tiene capacidad para 80 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res147.jpg,42.2193675078609,-8.69655218747468,,es-ES
8905,O Conquistador,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Martínez Garrido, 49",36205,986274873,,Tiene capacidad para 30 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res187.jpg,42.2258804979673,-8.7036528391992,,es-ES
8859,Yguazú,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. Camilo Veiga, 29-B",36208,986200508,www.restaurantegaviota.es,Tiene capacidad para 32 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res126.jpg,42.222409201473,-8.75179086591702,,es-ES
8860,La Marina,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Pescadería, 5",36202,986432370,,Tiene capacidad para 36 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res129.jpg,42.2398519393706,-8.72603500703896,,es-ES
8861,La Nata,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Gran Vía, 122",36203,986480449,,Tiene capacidad para 68 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res130.jpg,42.2237706514745,-8.7242565122274,,es-ES
8862,La Oliva,restaurantes,13,Tapas,Restaurante de 1 Tenedor,Serafín Avendaño. 8,36201,986228864,www.restaurantelaoliva.com,Especialidad en carnes de buee e comidas de grupo.,http://www.turismodevigo.org/sites/turismodevigo/files/res132.jpg,42.2376212185846,-8.71424622938861,,es-ES
8863,La Palma,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"A Palma, 7",36202,986430678,,Tiene capacidad para 72 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res133.jpg,42.2391348112079,-8.72577629956369,,es-ES
8864,La Parra,restaurantes,7,Cocina gallega,Restaurante de 1 Tenedor,"Rua Alta, 31",36202,986438086,,Tiene capacidad para 8 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res134.jpg,42.2385884246575,-8.72815547708111,,es-ES
8865,La Pasiva Restaurante Churrasquería,restaurantes,58,Asador,Restaurante de 1 Tenedor,"Padre Seixas, 40. Baixo",36209,986128030,www.lapasiva.es,Tiene capacidad para 65 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res135.jpg,42.2108567694859,-8.74780709630698,,es-ES
8866,La Piedra,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Pescadería, 3",36202,986223765,,Tiene capacidad para 36 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res137.jpg,42.2398590519229,-8.72582028635562,,es-ES
8873,La Trucha 1,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Oporto, 7",36201,986227304,,Tiene capacidad para 40 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res144.jpg,42.2383107120388,-8.71639280725377,,es-ES
8872,La Trastienda del Cuatro,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Pablo Murillo, 4 bajo",36201,986298342,www.latrastiendadelcuatro.com,Tiene capacidad para 70 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res143.jpg,42.2397773383535,-8.7218924992498,,es-ES
8871,La Tahona del Chef,restaurantes,59,Cocina de autor,Restaurante de 2 Tenedores,"Álvaro Cunqueiro, 30",36201,986120015,www.latahonadelchef.com/,Tiene capacidad para 40 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res142.jpg,42.2237712591894,-8.72890841192319,,es-ES
8870,La Tagliatella,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Rosalía de Castro, 25 bajo",36201,986116011,www.latagliatella.es/esp/latagliatella-vigo-rosaliadecastro,Tiene capacidad para 133 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res141.jpg,42.2383068819058,-8.71713621535265,,es-ES
8869,La Taberna de Toni,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Gil, 2",36203,986222419,,Tiene capacidad para 30 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res140.jpg,42.2355189751278,-8.72047200787406,,es-ES
8868,La Quilla,restaurantes,13,Tapas,Restaurante de 1 Tenedor,"Montero Ríos, 10 bajo",36201,986225347,,Acogedor restaurante donde se puede degustar los pratos más típicos de la comida gallega.,http://www.turismodevigo.org/sites/turismodevigo/files/res139.jpg,42.240338708919,-8.72327631879669,,es-ES
8867,La Portuaria,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Montero Ríos, 16-B",36201,986112425,,Tiene capacidad para 116 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res138.jpg,42.2403255768041,-8.72284061542497,,es-ES
8823,El Mosquito,restaurantes,60,Marisquería,Restaurante de 2 Tenedores,"Plaza de la Piedra, 4",36201,986224441,www.elmosquitovigo.com,"Los origenes del ""Restaurante El Mosquito"" se centran en la década de los años treinta con una actividad inicial de ""Taberna marinera"" en la que se ofrecía la ""Taza de ribeiro e la tapa de pescaditos fritos"" como producto principal.",http://www.turismodevigo.org/sites/turismodevigo/files/res082.jpg,42.2396179993786,-8.72632358619417,,es-ES
8824,El Olivo,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Paseo Alfonso XII, 9",36202,986431233,,Tiene capacidad para 42 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res083.jpg,42.236632,-8.727913,,es-ES
8826,El Parador del Sabor,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Nicaragua, 51",36204,986413817,,Tiene capacidad para 30 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res085.jpg,42.23119,-8.719996,,es-ES
8827,A Curuxa,restaurantes,7,Cocina gallega,Restaurante de 1 Tenedor,"Cesteiros, 7 bajo",36202,986438857,,Tiene capacidad para 21 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res087.jpg,42.2377321100224,-8.72900842365156,,es-ES
8828,El Puerto,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Areal, 30",36201,986222044,,Tiene capacidad para 28 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res089.jpg,42.239236,-8.718013,,es-ES
8829,Don Quijote,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Laxe, 4",36202,986229346,www.donquijoterestaurante.es,Tiene capacidad para 48 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res090.jpg,42.2393714486541,-8.72499353272501,,es-ES
8830,El Rebozo,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Gran Vía, 41",36204,986415444,,Tiene capacidad para 50 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res091.jpg,42.2310414674663,-8.71821045847876,,es-ES
8831,El Timón,restaurantes,13,Tapas,Restaurante de 2 Tenedores,"Montero Ríos, 6",36201,986439107,www.eltimonvigo.com,Este restaurante-tapería tiene capacidad para 40 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res092.jpg,42.2403270330766,-8.72356349781453,,es-ES
8832,El Timón Plaea,restaurantes,60,Marisquería,Restaurante de 2 Tenedores,"A Carrasqueira, s/n",36331,986490815,www.restaurantetimonplaea.com,Tiene capacidad para 50 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res093.jpg,42.2026683457883,-8.78090677809628,,es-ES
8833,Esperanza,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Luis Taboada, 28",36201,986228615,www.casaesperanza.es,Tiene capacidad para 10 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res094.jpg,42.2399145394163,-8.72144316159876,,es-ES
8822,Azul&Chocolate,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,Galerías Durán; Príncipe,36202,986113529,,Restaurante céntrico. Dispone de menú del día.,http://www.turismodevigo.org/sites/turismodevigo/files/res081.jpg,42.2375255433176,-8.72002830668622,,es-ES
8821,El Mástil,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,Carretera Baiona-Coruxo,36331,986294047,,Tiene capacidad para 56 comensales. Permanece cerrado los sábados e los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res080.jpg,42.1945383329712,-8.77136236690184,,es-ES
8820,Danubio Azul,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Rúa de Saa, 114",36312,986420025,,Tiene capacidad para 60 comensales. Permanece cerrado los lunes.,http://www.turismodevigo.org/sites/turismodevigo/files/res078.jpg,42.2059900751008,-8.70704243792255,,es-ES
8809,Chilam Balam,restaurantes,10,Otros,Restaurante de 1 Tenedor,"Padre Don Rúa, 11",36203,986116789,www.chilambalam.es,Especialidad en cocina mexicana. Tiene capacidad para 42 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res061.jpg,42.2318212109814,-8.71953568889172,,es-ES
8810,Clínica Fátima,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Vía Norte, 48",36206,986416376,,Tiene capacidad para 28 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res063.jpg,42.2343708321929,-8.70894739281557,,es-ES
8811,Cre-Cotté Creperie,restaurantes,10,Otros,Restaurante de 2 Tenedores,"Oliva, 10",36202,986438226,www.crecotte.com,Carta amplia e variada. Especialidad en crepes. Tiene capacidad para 60 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res064.jpg,42.239444479751,-8.72592258225806,,es-ES
8812,Curbeira,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Ctra. Vigo-Baiona, 152",36392,986491260,www.restaurantecurbeira.es,Tiene capacidad para 32 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res065.jpg,42.172812328334,-8.81243143551653,,es-ES
8813,Curcuma,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Brasil, 4",36204,986411127,,Tiene capacidad para 71 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res066.jpg,42.2336220152078,-8.71651504312202,,es-ES
8814,Disanremo,restaurantes,10,Otros,Restaurante de 2 Tenedores,Paseo marítimo de Samil,36212,986237904,,Tiene capacidad para 36 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res069.jpg,42.2150550530389,-8.77380376437467,,es-ES
8815,Doméstica Causa,restaurantes,59,Cocina de autor,Restaurante de 1 Tenedor,"México, 10",36204,986484454,,Tiene capacidad para 45 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res071.jpg,42.2335423632475,-8.71521656747943,,es-ES
8816,Durán,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Canido, Plaea 129",36390,986490837,www.restauranteduran.com,Tiene capacidad para 64 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res072.jpg,42.1951643224357,-8.79558839264128,,es-ES
8818,Eido Vello,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Av. Santa Marina, 306",36318,986486349,,Tiene capacidad para 62 comensales. Permanece cerrado los lunes.,http://www.turismodevigo.org/sites/turismodevigo/files/res074.jpg,42.2295444283804,-8.64096403889381,,es-ES
8817,Ébano,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Luis Taboada, 27. Baixo esquerda",36210,986224540,www.ebano.es,Tiene capacidad para 48 comensales.,,42.2400564724959,-8.72145817018624,,es-ES
8834,Island,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,Praza da Estrela,36201,986134444,http://www.islandclub.es/restaurante/sal.html,Tiene capacidad para 92 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res095.jpg,42.2408161850264,-8.71963559005619,,es-ES
8848,Hospital Xeral de Vigo,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,Pizarro s/n,36204,986415676,,Tiene capacidad para 160 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res111.jpg,42.229909615743,-8.71673937706493,,es-ES
8849,Tommy Mel´s,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Rosalía de Castro, 14",36201,986116061,www.tommymels.com/,Tiene capacidad para 108 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res112.jpg,42.238138892652,-8.71881142911695,,es-ES
8850,Gurpegui Gastrobar,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Plaza de Compostela, 16",36201,986222025,,Tiene capacidad para 78 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res115.jpg,42.2391582681919,-8.72121650462853,,es-ES
8851,Isola Bella,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Ecuador, 23",36203,986435505,,Tiene capacidad para 45 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res116.jpg,42.2343097852512,-8.72175053521241,,es-ES
8852,Tapería Mirambel,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Praia de Canido, 125",36390,986490923,,Tiene capacidad para 20 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res118.jpg,42.1965000045928,-8.7939143050128,,es-ES
8853,Wenzhoo,restaurantes,10,Otros,Restaurante de 1 Tenedor,Avda. Buenos Aires 7- Bajo,36207,986262058,,Tiene capacidad para 50 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res119.jpg,42.2495631281247,-8.6953214604926,,es-ES
8854,Juan Gaviota,restaurantes,13,Tapas,Restaurante de 1 Tenedor,"Manuel Castro, 12",36212,986164715,www.restaurantegaviota.es,Tiene capacidad para 116 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res120.jpg,42.2136280643331,-8.74144712763316,,es-ES
8855,La Carbonara,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Teófilo Llorente 27, baixo",36202,986442908,,Tiene capacidad para 53 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res122.jpg,42.2394065602963,-8.72709981396905,,es-ES
8856,Baño María,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Martín Codax, 10",36201,986433907,,Tiene capacidad para 60 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res123.jpg,42.2354624847196,-8.71664717191985,,es-ES
8857,La Comidilla,restaurantes,7,Cocina gallega,Restaurante de 1 Tenedor,"Palma, 5",36202,986431143,www.xente.mundo-r.com/julencan/publi/comidilla/,Restuarante acogedor situado en pleno casco viejo de Vigo,http://www.turismodevigo.org/sites/turismodevigo/files/res124.jpg,42.239134667273,-8.72563174987855,,es-ES
8858,La Espuela,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Teófilo Llorente, 2",36202,986437307,,Tiene capacidad para 30 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res125.jpg,42.240006041724,-8.72616491793941,,es-ES
8846,Habemus Tex,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Políg. Tecn. Valladares, rúa C6",36312,986246788,,Tiene capacidad para 153 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res109.jpg,42.1769723895796,-8.70891888712709,,es-ES
8847,Hong Kong,restaurantes,10,Otros,Restaurante de 2 Tenedores,"Oporto, 13",36201,986128846,,Tiene capacidad para 80 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res110.jpg,42.2375907759014,-8.71630792289352,,es-ES
8835,Fai Bistes,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Real, 7",36202,986229204,www.restaurantefaibistes.com,Tiene capacidad para 33 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res096.jpg,42.2389915510338,-8.72713357398549,,es-ES
8836,Flunch,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. Castelao, s/n",36209,986201924,www.flunch.es/restaurante-vigo1.php,Tiene capacidad para 290 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res097.jpg,42.2189635302411,-8.74516823969712,,es-ES
8837,Flunch.2,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,Avda. Madrid. C.C. Alcampo s/n,36214,986471261,www.flunch.es/restaurante-vigo2.php,Tiene capacidad para 210 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res098.jpg,42.2155671453105,-8.70160777345768,,es-ES
8838,Follas Novas,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Serafín Avendaño, 10",36201,986229306,http://follasnovas.atagalicia.com/nosotros/,Tiene capacidad para 29 comensales. Permanece cerrado los domingos.,,42.2376908636225,-8.71274389971415,,es-ES
8839,A Fontefría,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. Madrid (Sabaxans), 119",36214,986251318,,Tiene capacidad para 38 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res100.jpg,42.2202398692746,-8.68438572981408,,es-ES
8840,Foster's Hollewood,restaurantes,10,Otros,Restaurante de 1 Tenedor,"Rúa do Miradoiro, 2 (Centro Comercial Gran Vía)",36210,986471343,www.fostershollewood.es,Cadena de restaurantes de comida americana en España. Especializado en comida rápida.,http://www.turismodevigo.org/sites/turismodevigo/files/res102.jpg,42.2213284402302,-8.7235856382806,,es-ES
8841,Gálgala,restaurantes,10,Otros,Restaurante de 1 Tenedor,"Placer, 4",36202,986221417,www.galgala.es,Tiene capacidad para 16 comensales. Permanece cerrado los domingos e los lunes.,http://www.turismodevigo.org/sites/turismodevigo/files/res104.jpg,42.2361347744214,-8.7259181075223,,es-ES
8842,Gazpara,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Praza Princesa, 4",36202,986227639,,Tiene capacidad para 16 comensales. Permanece cerrado los domingos.,http://www.turismodevigo.org/sites/turismodevigo/files/res105.jpg,42.2384190833704,-8.72571998712975,,es-ES
8843,Gonco,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Coruña, 40",36208,986202224,,Tiene capacidad para 40 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res106.jpg,42.2229704315151,-8.73453813305052,,es-ES
8844,Gran Chaparral,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,A Longra s/n,36330,986290388,,Tiene capacidad para 12 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res107.jpg,42.1947041372346,-8.77026419183628,,es-ES
8845,Gran Muralla,restaurantes,10,Otros,Restaurante de 2 Tenedores,"Av. Camelias, 88",36211,986297684,,Tiene capacidad para 70 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res108.jpg,42.2264767108271,-8.72991578210356,,es-ES
8776,Casa Bravo,restaurantes,7,Cocina gallega,Restaurante de 1 Tenedor,"Av. Europa, 43",36212,986241296,,Acogedor restaurante donde se puede degustar los pratos más típicos de la comida gallega.,http://www.turismodevigo.org/sites/turismodevigo/files/res024.jpg,42.2140692426756,-8.76325612483981,,es-ES
8775,Asador Soriano,restaurantes,58,Asador,Restaurante de 2 Tenedores,"Chans nº2, Bembrive",36313,986481373,www.asadorsoriano.com,Nuestras instalaciones gozan de unas espléndidas vistas a la ría.,http://www.turismodevigo.org/sites/turismodevigo/files/res023.jpg,42.1990518495598,-8.6808901344487,,es-ES
8774,Asador Siglo XXI,restaurantes,58,Asador,Restaurante de 1 Tenedor,"Heraclio Botana, 3. Baixo",36201,986431344,,Tiene capacidad para 60 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res022.jpg,42.2374638155563,-8.71541476708441,,es-ES
8773,Asador Os Muiños,restaurantes,58,Asador,Restaurante de 1 Tenedor,"Carretera Molinos, 19",36213,986208137,,Tiene capacidad para 76 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res021.jpg,42.2001904973689,-8.76352415086794,,es-ES
8777,Bao,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"O Vao, s/n",36201,986491016,,Tiene capacidad para 75 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res025.jpg,42.197332545692,-8.78941934207955,,es-ES
8778,Barcelona,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Barcelona, 5",36203,986410392,www.mesonbarcelona.es,Lleva más de 50 años ofreciendo los mejores menús de comida casera en la zona de Vigo. Dispone de salón privada e terraza exterior.,http://www.turismodevigo.org/sites/turismodevigo/files/res027.jpg,42.2281363184855,-8.72171690776223,,es-ES
8779,Barranco,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,Ramiro Pascual,36312,986205681,,Tiene capacidad para 24 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res028.jpg,42.1953320835549,-8.71801449838837,,es-ES
8780,La Aldeana,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Rosalía de Castro, 6",36201,986222214,,Especialidad en comida italiana.,http://www.turismodevigo.org/sites/turismodevigo/files/res029.jpg,42.2381650846696,-8.71944659285637,,es-ES
8781,Bingo Costa Verde,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Gregorio Espino, 14",36205,986272200,,Tiene capacidad para 600 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res030.jpg,42.2306798594452,-8.70732677179642,,es-ES
8782,Bitadorna Vigo,restaurantes,59,Cocina de autor,Restaurante de 2 Tenedores,"Ecuador, 56",36203,986136951,www.bitadorna.com,Un lugar donde se compagina la cocina tradicional con las nuevas experiencias capaces de satisfacer los paladares más exigentes.,http://www.turismodevigo.org/sites/turismodevigo/files/res031.jpg,42.2341357742837,-8.71777756103909,,es-ES
8783,Bodegón do Pulpo,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Vía Norte, 68-70",36206,986253614,www.bodegondopulpo.com,Tiene capacidad para 56 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res032.jpg,42.234348152023,-8.70670376773715,,es-ES
8772,As Naves,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Camposancos, 119",36213,986236030,,Tiene capacidad para 34 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res020.jpg,42.1976584392838,-8.76374039995429,,es-ES
8771,As Grades,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Camiño Verdella, 5",36390,986490478,www.restauranteasgrades.com,Tiene capacidad para 30 comensales.,http://www.turismodevigo.org/sites/turismodevigo/files/res019.jpg,42.185926066536,-8.80320718350963,,es-ES
8760,A Gavela,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Eduardo Cabello, 17",36208,986207600,,"Empanadas Caseras, Bogavante con Arro,z Caldereta de Pescado, buenos Vinos de la Casa, Condados e Albariños.",http://www.turismodevigo.org/sites/turismodevigo/files/res004.jpg,42.2251324172072,-8.75283499894529,,es-ES
8762,A Ponte,restaurantes,57,Cocina española,Restaurante de 1 Tenedor,"Avda. da Florida, 357",36213,986201421,,Tiene capacidad para 24 comensales. Permanece cerrado los martes.,http://www.turismodevigo.org/sites/turismodevigo/files/res007.jpg,42.2068669307131,-8.75116397034981,,es-ES
8763,A Roda,restaurantes,57,Cocina española,Restaurante de 2 Tenedores,"Av. de Florida, 150",36210,986294683,www.aroda.com,Tradición e cultura argentina en un asador gallego.,http://www.turismodevigo.org/sites/turismodevigo/files/res008.jpg,42.2075274811663,-8.75110620892929,,es-ES
