PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
5631196;"Punto de Información Turística Aeropuerto Adolfo Suárez Madrid -  Barajas Terminal 2 (Entre salas 5 y 6)";"";"Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atención al público de 9:30 a 20:30 horas, todos los días del año.";"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Autoconsulta con folletos descargables mediante código QR Audiovisuales  Acceso adaptado Blucle magnético Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto Guía de Turismo Accesible  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad .";"Metro: Aeropuerto T2 (línea 8)  Bus: 200 y autobús Express aeropuerto";"";"1,4,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88dfad2e06ea7210VgnVCM2000000c205a0aRCRD";"HISPANIDAD";"AVENIDA";"V";"0";"";"";"";"Aeropuerto de Barajas. Salas 5 y 6";"MADRID";"MADRID";"28042";"2";"AEROPUERTO";"21";"BARAJAS";"450312";"4478080";"40.45188738242834";"-3.5859807207200376";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
178759;"Punto de Información Turística Aeropuerto Adolfo Suárez Madrid - Barajas Terminal 4 (Sala 10)";"";"Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atención al público de 9:30 a 20:30 horas, todos los días del año.";"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y e-mail turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Autoconsulta con folletos descargables mediante código QR Audiovisuales Acceso adaptado  Bucle magnético Mostrador adaptado Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto Guía de Turismo Accesible  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.";"Metro: Aeropuerto T 4 (línea 8)  Bus: 200 y Exprés Aeropuerto  Renfe: Aeropuerto T 4";"";"1,4,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f871c7a2c61c010VgnVCM1000000b205a0aRCRD";"HISPANIDAD";"AVENIDA";"V";"0";"";"";"";"Aeropuerto de Barajas. Salas 10";"MADRID";"MADRID";"28042";"2";"AEROPUERTO";"21";"BARAJAS";"450312";"4478080";"40.45188738242834";"-3.5859807207200376";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
11050930;"Punto de Información Turística Palacio Real";"";"Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atención al público de 9:30 a 20:30 horas, todos los días del año.";"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Autoconsulta con folletos descargables mediante código QR Audiovisuales Guía de Turismo Accesible WIFI gratuita Bucle magnético Mostrador adaptado Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto. Guía de Turismo Accesible Rampa de acceso para atención a personas en silla de ruedas.  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además,  los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.";"Metro: Ópera (líneas 2, 5, R)  Bus: 3, 25, 39, 46, 75, 138, 148, C1  Bicimad: Estación 36 (Plaza de Ramales, 1)";"";"1,4,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81d3b801a201e610VgnVCM2000001f4a900aRCRD";"BAILEN";"CALLE";"V";"0";"";"";"";"semiesquina calle Requena, frente Palacio Real";"MADRID";"MADRID";"28013";"1";"PALACIO";"1";"CENTRO";"439580";"4474285";"40.41700064452497";"-3.7121662397143345";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
10085167;"Punto de Información Turística Reina Sofía";"Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.";"Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atención al público de 9:30 a 20:30 horas, todos los días del año.";"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Audiovisuales Autoconsulta con folletos descargables mediante código QR WIFI Gratuita Bucle magnético  Mostrador adaptado Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto Guía de Turismo Accesible  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.";"Metro: Estación del Arte (Atocha) (línea 1)  Bus: 6, 26, 27, 32, 34, C01, C1  Renfe: Largo recorrido, AVE y cercanías  Bicimad: Estación 50 (calle Santa Isabel, 57) / Estación 51 (Ronda de Atocha, 2)  Aparcamiento: Sánchez Bustillo (37), Calle Sánchez Bustillo";"";"1,4,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8321a9a7e3525510VgnVCM2000001f4a900aRCRD";"SANTA ISABEL";"CALLE";"V";"52";"";"";"";"";"MADRID";"MADRID";"28012";"2";"EMBAJADORES";"1";"CENTRO";"441118";"4473345";"40.40864029339671";"-3.6939504103293244";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
11456723;"Punto de Información Turística de Cuesta de Moyano";"";"Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atención al público de 9:30 a 20:30 horas, todos los días del año.";"Atención presencial en varios idiomas. Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Autoconsulta en folletos físicos y descargables WIFI gratuita Bucle magnético Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto Guía de Turismo Accesible  Dispone de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.";"Metro: Estación del Arte (Atocha) (línea 1)  Bus: 1, 10, 14, 19, 26, 27, 32, 34, 37, 45, C03, E1  Renfe: Largo recorrido, AVE y cercanías  Bicimad: Estación 81: Cuesta de Moyano (Calle Cuesta Moyano) / Estación 69: Puerta del Ángel Caído (Avenida de Alfonso XII, 54) / Estación 50: Museo Reina Sofía (calle Santa Isabel, 57) / Estación 67: Almadén (calle Almadén, 28)";"";"1,4,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6795f567e869b710VgnVCM1000001d4a900aRCRD";"CLAUDIO MOYANO";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28014";"5";"LOS JERONIMOS";"3";"RETIRO";"441508";"4473468";"40.40978192192937";"-3.6893720604492173";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
7050847;"Punto de Información Turística. CentroCentro";"El espacio de exposiciones CentroCentro, en el Palacio de Cibeles (actual sede del Ayuntamiento de Madrid y antiguo Palacio de Correos) alberga un punto de información turística y una tienda con recuerdos y artesanías madrileñas.";"De martes a domingo de 10 a 20 horas. Cerrado: todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre. 5 de enero de 10 a 14 horas. Las salas se desalojarán 15 minutos antes del cierre del centro.";"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Autoconsulta con folletos descargables mediante código QR Audiovisuales Acceso adaptado  Tienda de recuerdos y artesanías madrileñas (solo pago con tarjeta) Punto de venta del Madrid City Tour (solo pago con tarjeta) WIFI Gratuita Bucle magnético Mostrador adaptado Guía de Turismo Accesible  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.";"Metro: Banco de España (línea 2) Bus: 1, 2, 5, 9, 10, 14, 15, 20, 27, 34, 37, 45, 51, 52, 53, 74, 146, 150, 203, C03, E1  Renfe: Recoletos  Bicimad: Estación 86 (Plaza de Cibeles)";"Periodo 1904 &amp;middot; 1918 Actuaciones: Antonio Palacios Ramilo , Joaquín Otamendi Machimbarrena: 1904 (P) 1905-1918 (O). Ampliación calle Montalbán: Julián Otamendi Machimbarrena, Luis Lozano Losilla: 1934 (P) 1934-1945 (O). Restauración fachadas y torreón central : María Belén Isla Ayuso: 1996 (P). Adecuación sede municipal: Arquimática S.L.: 2007";"1,4,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81c63eebd56ff310VgnVCM2000000c205a0aRCRD";"CIBELES";"PLAZA";"V";"1";"";"";"";"Palacio de Cibeles";"MADRID";"MADRID";"28014";"5";"LOS JERONIMOS";"3";"RETIRO";"441277";"4474496";"40.419011767401095";"-3.692206111679657";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
10085202;"Punto de Información Turística. Estadio Santiago Bernabéu";"Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.";"Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atención al público: de 9:30 a 20:30 horas, todos los días del año.";"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Audiovisuales Autoconsulta en folletos descargables WIFI Gratuita Bucle magnético  Mostrador adaptado Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto.  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.";"Metro: Santiago Bernabeu (línea 10)  Bus: 27, 40, 126, 147 y 150";"";"1,4,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2da4a9a7e3525510VgnVCM2000001f4a900aRCRD";"CASTELLANA";"PASEO";"V";"138";"";"";"";"junto al Estadio Santiago Bernabéu";"MADRID";"MADRID";"28046";"1";"EL VISO";"5";"CHAMARTIN";"441484";"4478096";"40.451465916355055";"-3.69008606793658";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
10085398;"Punto de Información Turística. Paseo del Prado";"Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.";"Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atención al público de 9:30 a 20:30 horas, todos los días del año.";"Atención presencial en varios idiomas   Audiovisuales  Servicio de atención no presencial (teléfono 915 787 810 y email (turismo@esmadrid.com) Atención por WhatsApp 619 111 094 WIFI Gratuita Bucle magnético Mostrador adaptado Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto. Punto de venta del Madrid City Tour (solo pago con tarjeta)  También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.";"Metro: Banco de España (línea 2)  Bus: 1, 10, 14, 27, 34, 37, 45, C03";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f6bdae9bb525510VgnVCM2000001f4a900aRCRD";"NEPTUNO";"PLAZA";"V";"1";"";"";"";"FRENTE AL MUSEO DEL PRADO";"MADRID";"MADRID";"28014";"5";"LOS JERONIMOS";"3";"RETIRO";"441276";"4474259";"40.41688576337496";"-3.692184322678944";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
171082;"Punto de Información Turística. Plaza de Callao";"Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.";"Abierto durante todo el año ofrece todo lo que el visitante necesita para disfrutar de su estancia.  Horario de atención al público de 9:30 a 20:30 horas, todos los días del año.";"Atención presencial en varios idiomas Servicio de atención no presencial (teléfono 915 787 810 y email turismo@esmadrid.com) Atención por WhatsApp 619 111 094 Autoconsulta con descargables mediante código QR Audiovisuales WIFI gratuita Bucle magnético  Mostrador adaptado Servicio MAULSE: Servicio de interpretación de Lengua de Signos Española en remoto Punto de venta del Madrid City Tour (solo pago con tarjeta)  Todos los quioscos de información turística tienen un mostrador accesible y están equipados de bucles magnéticos para atención a personas con discapacidad auditiva. También disponen de un Mapa Accesible de Madrid en braille y con un QR descargable en los dispositivos móviles para personas con discapacidad visual con toda la información turística. Además, los informadores turísticos han recibido formación específica para la atención a personas con discapacidad.";"Metro: Callao (líneas 1, 3, 5)  Bus: 1, 2, 3, 46, 74, 75, 146, 148  Bicimad: Estación 22 (Calle Jacometrezo, 3)/ Estación 2 (Calle Miguel Moya, 1)  Aparcamiento: El Corte Inglés Callao (92), Plaza de Callao";"";"1,4,6";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=acf029ea9281c010VgnVCM1000000b205a0aRCRD";"CALLAO";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440096";"4474587";"40.41974735763767";"-3.7061346665078845";"915 787 810";"";"turismo@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 
4629537;"Servicio de Atención al Turista Extranjero (SATE). Comisaría de Retiro";"El servicio de Atención al Turista Extranjero -SATE- es un servicio especializado gestionado por la Empresa Municipal Madrid Destino en colaboración con funcionarios del Cuerpo Nacional de Policía. Tiene por finalidad atender al turista extranjero que, durante su estancia en Madrid, haya vivido una situación excepcional y requiera de apoyo policial. Entre las funciones del servicio destaca el apoyo en trámites policiales, la localización de familiares, la cancelación de tarjetas de crédito, el contacto con embajadas y consulados, información turística y otros.";"Horario de atención al público de 9 a 00:00 horas, todos los días del año.";"Atención presencial en varios idiomas";"Metro: Antón Martín (línea 1).  Bus: 001, 10, 14, 27, 34, 37, 45, C03.  Bicimad: Estación 27 (calle Jesús, 1).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d37386bde6594110VgnVCM1000000b205a0aRCRD";"HUERTAS";"CALLE";"V";"76";"";"";"";"Comisaría de Policía de Retiro";"MADRID";"MADRID";"28014";"3";"CORTES";"1";"CENTRO";"441036";"4473813";"40.4128573567106";"-3.694967866182062";"915 787 810";"";"satemadrid@esmadrid.com";"/contenido/entidadesYorganismos/OficinasTurismo"; 

